tid	Pop	Blues	Latin	Reggae	Folk, World, & Country	Jazz	Classical	Electronic	Hip Hop	Rock	Funk / Soul	Brass & Military	av_cluster_0	av_cluster_1	av_cluster_2	chunk_id
1147635	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
182074	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
1219284	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
1045155	False	False	True	False	True	False	False	False	False	False	False	False	True	False	True	3
1268460	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
428742	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	3
1087079	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
916386	False	False	False	False	False	False	False	True	True	False	False	False	False	True	True	3
384095	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	3
1043731	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	3
1179721	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	3
1342630	False	False	False	False	False	False	True	True	False	False	False	False	True	False	False	3
92246	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
81915	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1177880	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	3
1184741	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
1176205	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	3
1266941	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	3
1401049	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
46563	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
179676	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	3
1186635	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1302668	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	3
1347620	False	False	False	True	False	True	False	False	False	False	True	False	True	True	True	3
162216	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
202998	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
1077531	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	3
1372200	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
1352532	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3
82350	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
236415	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
661754	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
1210242	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
553246	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	3
814942	False	False	False	True	False	False	False	False	False	False	False	False	True	True	True	3
88546	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1409343	False	False	True	False	False	False	False	False	False	False	False	False	True	True	False	3
1323271	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
1171857	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
1202920	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	3
955654	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	3
604202	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
1379130	True	False	False	False	True	False	False	False	False	True	False	False	True	True	False	3
288318	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1375670	True	False	False	False	False	False	False	False	False	True	False	False	True	False	True	3
1285753	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
1355200	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
1089251	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	3
1173758	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	3
1129938	False	True	False	False	False	True	True	False	False	False	False	False	False	True	True	3
482910	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
39052	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1159663	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
147074	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	3
1341041	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1356240	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1235674	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	3
1375969	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
439633	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	3
1139449	True	False	False	False	False	False	False	True	False	False	False	False	False	True	True	3
1119549	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
194416	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
1097027	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	3
330907	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
1075891	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
1032911	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	3
995906	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
1344010	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	3
100090	False	False	False	False	True	False	False	False	False	True	False	False	False	True	True	3
1348065	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
40241	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	3
147504	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
339772	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
1084436	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1336602	False	False	True	False	True	False	False	False	False	False	False	False	True	True	False	3
1393246	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
142204	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
943391	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
768904	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
191885	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	3
965594	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	3
838395	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
1115108	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	3
381120	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
1146528	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
669146	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
149128	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
776898	True	False	False	False	False	True	False	False	False	False	False	False	True	True	True	3
665857	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	3
1181659	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	3
1340332	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
233269	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	3
1344009	False	False	False	False	False	False	False	True	True	False	False	False	False	True	False	3
1107729	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1329456	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	3
967154	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
16140	False	False	False	True	False	False	False	False	False	True	False	False	True	True	False	3
1173500	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1131366	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	3
1297572	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	3
519531	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
117033	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	3
1159622	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
1271153	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
1086828	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1206776	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	3
1096417	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
537117	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	3
949033	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	3
1420940	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
197855	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	3
602715	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	3
1138771	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	3
1355023	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	3
153960	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
352748	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	3
1128492	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
33489	False	False	True	False	False	True	False	False	False	False	False	False	True	True	True	3
728915	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
780639	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
1072903	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
318077	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	3
1176652	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	3
484381	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
1063174	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
382664	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	3
1342911	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	3
88553	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	3
1105602	False	False	False	False	True	False	False	False	False	True	False	False	True	True	True	3
933502	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1373458	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
904436	False	False	False	False	False	False	True	False	False	False	False	False	True	True	True	3
1397162	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	3
692955	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	3
306657	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1419279	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
1042079	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	3
1106791	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	3
1313322	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
361989	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1079398	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	3
721199	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	3
75228	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1235736	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	3
785618	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	3
1398151	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
1367197	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
824301	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
1361251	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	3
5084	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
76950	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	3
1409370	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	3
172409	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
950502	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
1390913	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	3
1352244	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	3
249989	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	3
1410140	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
1121102	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	3
1163315	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
390004	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	3
1119816	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	3
166448	False	True	False	False	False	False	False	False	False	True	False	False	True	False	True	3
187464	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	3
327528	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	3
1097057	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
1420513	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
1039831	False	False	False	False	True	False	False	False	False	True	False	False	True	True	False	3
162176	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
149625	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
421747	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	3
728929	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	3
381123	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	3
1298832	False	False	False	False	True	False	False	True	False	False	False	False	True	False	True	3
1414795	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
1129160	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	3
1177396	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	3
1105650	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
1077454	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
1286192	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
1162030	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	3
1414623	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
1103265	False	False	False	False	True	True	False	False	False	False	False	False	False	True	True	3
756960	False	True	False	False	False	False	True	False	False	False	False	False	False	True	True	3
1341305	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	3
1327683	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	3
3100	False	True	False	False	False	True	False	False	False	False	False	False	True	True	True	3
921757	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1110674	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	3
307394	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	3
222074	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
1148774	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
167480	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1247105	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	4
1160485	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
537120	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	4
786935	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
1093613	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
202968	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
1374686	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	4
1167893	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	4
537122	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
1127776	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
1316266	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
981464	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	4
134861	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	4
902377	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1334747	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	4
1375493	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
225362	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	4
114200	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
189585	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
1101588	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	4
771090	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
2213	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	4
972187	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
167890	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	4
160301	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
237098	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
34769	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1131524	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
40243	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	4
1247405	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
1149703	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	4
659901	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1088101	False	False	True	False	False	True	False	False	False	False	False	False	False	True	True	4
1219208	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1070647	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	4
38758	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
934044	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	4
457120	False	False	False	False	True	True	False	False	False	False	False	False	False	False	True	4
647352	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	4
1365778	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
1376048	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
1110482	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	4
1076028	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	4
407164	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
1371378	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1387148	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1203440	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	4
165324	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	4
349850	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	4
261635	False	False	False	False	False	True	False	False	False	False	True	False	True	True	True	4
938301	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
11767	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	4
1406221	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	4
886650	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
329644	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
26232	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	4
421116	True	False	False	False	False	False	False	False	False	True	False	False	True	True	True	4
1190166	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1107680	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
1398413	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
1166929	False	False	False	False	False	True	False	False	False	False	False	False	True	True	True	4
1048302	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
518601	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
1306686	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
154788	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	4
998708	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
324334	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	4
1216124	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	4
1346878	False	False	False	False	False	False	True	True	False	False	False	False	True	True	False	4
290109	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
194413	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	4
1355462	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1149538	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	4
139602	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	4
501331	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	4
20231	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
1079382	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
1227240	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
15478	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	4
208300	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1098065	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
181731	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
1292682	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	4
1103449	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
298400	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	4
1184367	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	4
1127606	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	4
410664	True	False	False	False	False	False	False	False	True	False	False	False	True	True	False	4
1415983	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1253864	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1320579	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	4
1138775	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	4
138323	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
1060998	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	4
101061	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	4
452589	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	4
75307	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
767511	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	4
332173	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1233535	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	4
199623	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	4
1114490	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	4
320008	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	4
1379152	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	4
1133292	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	4
1125615	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
96641	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
332857	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
417626	False	True	False	False	True	False	False	False	False	False	False	False	True	True	True	4
1064756	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
349108	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	4
311276	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
164568	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
359113	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	4
1331994	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1104754	True	False	True	False	False	False	False	False	False	False	False	False	True	True	True	4
14458	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	4
347124	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1010816	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
103273	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	4
288505	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	4
1393336	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
499057	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	4
1236046	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	4
1403982	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
506097	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	4
589242	False	False	False	False	False	False	True	False	False	False	False	False	False	True	True	4
78223	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	4
1135851	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
317134	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	4
694431	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	4
1363733	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	4
132278	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	4
303229	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
204518	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
1324966	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	4
1349604	False	False	False	False	True	False	False	False	False	True	False	False	True	True	False	4
1335976	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
1241404	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
1383833	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	4
1185306	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
3983	False	False	True	False	False	True	False	False	False	False	False	False	True	True	True	4
1110334	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	4
247818	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	4
1326527	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
202780	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	4
1314856	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1292382	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
322126	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	4
986802	False	False	False	False	True	False	False	False	False	True	False	False	False	False	True	4
1344715	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
25814	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
865772	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
1057821	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
1085694	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	4
682405	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
1069082	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	4
1166812	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1210773	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	4
686753	False	False	False	False	False	True	False	False	False	False	False	False	True	True	True	4
137429	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	4
1270589	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1281582	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
1306199	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1356848	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
1163812	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	4
1413859	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
970790	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	4
239514	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
1399579	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
1342508	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	4
1344491	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
260180	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	4
1086700	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
765496	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
24846	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
1405124	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	4
1064727	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
7096	True	False	False	False	False	False	False	False	False	False	True	False	True	False	True	4
719759	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
1027989	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
944148	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	4
1353343	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
201900	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	4
1124168	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	4
114924	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	4
1277832	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	4
1082883	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
434876	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1270018	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
418037	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	4
1327296	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
1231039	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	4
161536	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	4
105095	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
1331993	False	False	False	True	False	False	False	False	False	False	False	False	True	False	True	4
1183325	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	4
1418490	False	False	False	True	False	False	False	False	False	False	False	False	False	True	True	4
