tid	Hip Hop	Reggae	Rock	Brass & Military	Blues	Electronic	Folk, World, & Country	Funk / Soul	Classical	Jazz	Latin	Pop	av_cluster_0	av_cluster_1	av_cluster_2	chunk_id
956030	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	2
666108	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	2
1194912	True	False	False	False	False	True	False	False	False	False	False	False	False	True	True	2
1121828	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	2
868284	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	2
285504	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	2
1298304	False	False	False	False	True	False	True	False	False	False	False	False	True	False	False	3
1135054	False	False	False	False	False	True	False	False	False	False	False	True	True	False	True	3
1071407	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1121105	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
1027606	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	3
19202	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
1327741	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	3
478350	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	3
179676	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
1020438	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
393691	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1272492	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3
1221261	False	False	False	False	False	False	False	False	True	True	False	False	False	True	False	3
1081233	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1282853	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	3
275291	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
426030	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
243418	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1036555	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
350217	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
10673	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	3
425631	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3
1144721	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3
1036706	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
1353329	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1340063	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1265323	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
1151409	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
202741	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
367763	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	3
1125615	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
430670	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	3
1093721	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
208109	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	3
40256	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
1069082	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1272514	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1036234	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
492146	False	False	False	False	True	False	True	False	False	False	False	False	True	True	False	3
159849	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3
1223053	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	3
442772	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	3
453838	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	3
381120	True	False	False	False	False	False	False	True	False	False	False	False	True	False	True	3
955656	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1007289	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
686506	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
647581	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
1167902	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
181803	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1321293	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	3
1389560	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
1311309	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	3
189585	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	3
1239737	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	3
288505	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
400867	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	3
103273	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1244443	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1041676	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1379040	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	3
75202	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1410140	False	False	False	False	False	False	False	False	False	True	True	False	False	True	True	3
243433	False	False	False	False	False	False	False	True	False	True	False	False	True	False	False	3
1041558	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
782162	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
14013	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
297028	False	False	False	False	False	True	False	False	True	False	False	False	True	False	True	3
501345	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	3
1420513	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	3
199577	False	True	False	False	True	False	False	False	False	False	False	False	True	True	True	3
117033	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1379225	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
1390338	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
431488	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	3
193589	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	3
1251038	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
162030	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	3
1221536	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	3
1279158	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
385548	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
1098065	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	3
1076270	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	3
1329324	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	3
1279767	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
594839	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
792446	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
1086700	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1227394	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1399377	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	3
1203362	True	False	False	False	False	False	False	True	False	False	False	False	True	True	False	3
382370	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	3
1326839	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1343776	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	3
1001318	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	3
594849	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
1110818	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	3
22828	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3
1079253	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
1149696	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1408401	False	False	False	False	False	False	False	False	False	True	False	False	True	True	True	3
1168573	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	3
1160485	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	3
1209932	False	False	False	False	False	False	False	False	False	False	True	False	True	True	False	3
1135851	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
215753	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1420500	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	3
1128247	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1134577	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	3
1290432	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1371512	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
389476	False	False	False	False	False	True	False	False	True	False	False	False	True	False	True	3
1025838	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	3
1377216	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	3
767511	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
1077471	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	3
1026861	False	False	False	False	True	False	False	False	False	True	False	False	True	True	False	3
1235165	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
916749	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1275610	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
1415331	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
192153	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	3
1177027	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
784888	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
1397735	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	3
849043	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
911793	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1103292	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	3
202149	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	3
245201	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
389855	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	3
1215849	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	3
1283851	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	3
1086829	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
178638	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
1199044	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	3
1095021	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
1050320	False	False	False	False	False	False	False	True	False	False	False	True	True	False	False	3
1095408	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	3
81815	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1131998	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	3
775	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	3
1055021	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
384095	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1157358	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	3
200557	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	3
997241	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	3
161546	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
223396	False	False	False	False	False	True	False	True	False	False	False	False	True	True	False	3
1141665	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
1354954	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	3
278193	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
166448	False	False	True	False	True	False	False	False	False	False	False	False	True	True	False	3
1290429	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	3
1119040	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	3
148359	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	3
793710	False	False	False	False	False	False	False	False	False	False	True	True	True	True	True	3
1128846	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1284739	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1097057	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
1158033	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
408504	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
259424	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	3
166604	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1163399	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1087890	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	3
152807	False	False	False	False	False	False	False	False	False	True	False	False	True	True	False	3
258425	False	False	False	False	False	False	True	False	False	False	True	False	True	True	False	3
1131524	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
1216161	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
1295768	False	False	True	False	False	False	True	False	False	False	False	False	True	True	True	3
188505	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	3
1248439	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	3
1353266	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	3
262926	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	3
1403898	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
941400	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
1354955	False	False	False	False	False	False	False	False	False	False	True	True	True	False	True	3
547724	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	3
1233535	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	3
205333	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	3
1115532	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	3
1420700	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	3
345905	False	False	False	False	False	False	False	False	False	True	False	False	True	True	True	3
1393201	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	3
1018801	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	3
111121	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	3
96642	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
839545	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	3
1281248	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	3
114772	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	3
420648	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False	3
84498	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	3
90031	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	3
1002176	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	3
166519	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	3
415596	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	3
1333559	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	3
1348660	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	3
1287454	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3
219521	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	4
132948	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	4
395268	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
1343811	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	4
785434	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1292555	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	4
1350543	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
81364	False	False	False	False	False	False	False	False	False	True	False	False	True	True	False	4
339143	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	4
1264980	False	False	True	False	False	False	False	False	False	False	False	False	True	True	False	4
199631	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
686508	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
1084954	False	False	False	False	False	True	True	False	False	False	False	False	False	False	True	4
1159663	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	4
1121658	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
1217372	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
1339383	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	4
530904	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	4
3907	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	4
1045375	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	4
172017	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
1077454	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	4
1329821	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	4
1370475	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
381709	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	4
457224	False	False	True	False	False	False	True	False	False	False	False	False	True	False	True	4
1370171	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	4
1089159	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	4
299374	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
1066803	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	4
121074	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1059925	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1168162	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	4
1123489	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	4
998081	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
1145285	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
1321336	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	4
1255515	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
1210791	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	4
1078404	False	True	False	False	False	False	False	False	False	False	True	False	True	True	False	4
394602	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
1178443	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1265331	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1034278	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	4
1375493	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	4
1193447	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	4
1249567	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
1270332	True	False	False	False	False	True	False	False	False	False	False	False	False	True	True	4
1393805	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	4
766433	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	4
18012	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	4
1117892	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
167227	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	4
1132205	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	4
47562	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	4
1083527	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
1051378	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
1098500	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	4
49017	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	4
1111919	False	False	False	False	False	True	False	False	True	False	False	False	True	False	True	4
322356	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
1420590	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	4
729301	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1206772	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	4
1159856	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	4
1315887	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	4
1399880	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1133831	True	False	False	False	False	False	False	False	False	False	False	False	False	True	True	4
1209931	False	False	False	False	False	False	False	False	False	True	True	False	False	True	True	4
1369722	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	4
972172	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	4
1222862	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
536419	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	4
28107	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
324340	False	False	False	False	False	False	False	False	False	True	False	False	True	True	True	4
1172866	False	True	False	False	False	False	True	False	False	False	False	False	False	True	True	4
1159745	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	4
1380675	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	4
312916	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	4
1126670	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	4
327528	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1055908	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
1363593	False	False	False	False	False	False	True	False	False	False	True	False	False	True	True	4
1163315	False	False	False	False	False	False	False	False	False	True	True	False	True	False	True	4
1124201	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
1420928	False	False	False	False	False	True	False	False	False	False	False	False	False	True	True	4
1418981	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	4
1367793	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	4
1036232	False	False	False	False	False	False	True	True	False	True	False	False	True	True	True	4
1277178	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
1079382	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
188704	False	False	False	False	False	False	True	False	True	False	False	False	True	False	True	4
1374484	False	False	False	False	False	False	False	False	True	False	False	False	True	True	True	4
250377	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
1187171	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
1131458	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
1421792	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
1044780	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	4
1150379	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
187621	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	4
134687	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	4
599227	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
737328	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
1371865	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
1103301	False	False	False	False	False	True	False	False	True	False	False	False	False	True	False	4
1185306	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	4
1415855	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	4
1401176	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
1088631	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
1072428	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
83910	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	4
986804	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
1361473	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	4
1070214	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	4
177859	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
498808	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	4
768433	True	False	False	False	False	True	False	False	False	False	False	False	True	True	True	4
519531	False	False	False	False	False	False	False	False	True	False	False	False	True	True	False	4
1130010	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1356430	False	False	False	False	False	False	True	False	False	False	True	False	True	True	True	4
1352589	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
383639	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	4
367782	False	False	False	False	False	False	False	False	False	True	False	False	False	True	True	4
1311299	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
508965	False	False	False	False	False	False	False	False	False	True	False	False	True	False	True	4
1053400	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	4
947788	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
1379932	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
1160599	True	False	False	False	False	False	False	True	False	False	False	False	True	True	False	4
915384	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
1227929	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	4
1085695	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
617329	True	True	False	False	False	False	False	False	False	False	False	False	True	True	True	4
1355267	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
984989	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	4
94825	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	4
571493	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
1332596	False	False	False	False	False	False	False	True	False	True	False	False	True	False	True	4
171646	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	4
1081862	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	4
1359884	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	4
1412469	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	4
858785	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
425355	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
397884	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
1250581	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	4
223895	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	4
1356441	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
1163963	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	4
1343818	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	4
1294002	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	4
1028902	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
1179602	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
1076028	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	4
15478	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	4
1154731	False	False	False	False	False	False	True	False	False	False	False	False	True	True	False	4
1010816	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	4
1167922	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	4
1401344	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	4
1066661	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
1029326	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	4
1012001	False	False	False	False	False	True	False	False	True	False	False	False	True	False	True	4
410676	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	4
1247296	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	4
1215845	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
1275150	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	4
1168003	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	4
1110334	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	4
320806	False	True	False	False	False	False	False	False	False	False	False	False	True	True	True	4
1269918	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	4
167883	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	4
653322	False	False	False	False	False	False	True	False	False	False	True	False	True	False	True	4
1420933	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	4
210801	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	4
1134467	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	4
139747	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	4
1333704	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	4
361990	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	4
340654	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
1238753	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	4
129962	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	4
1319505	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	4
873816	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	4
546117	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	4
